"codigo","descripcion","um"
"LA90002318","DESTORN. CRUZ FAMASTIL 3/16X6","UN"
"LA90002326","DESTORN. CRUZ FAMASTIL 1/4X4","UN"
"LA90002334","DESTORN. CRUZ FAMASTIL 1/4X5","UN"
"LA90002342","DESTORN. CRUZ FAMASTIL 1/4X6","UN"
"LA90002350","DESTORN. CRUZ FAMASTIL 5/16X6","UN"
"LA90002369","DESTORN. CRUZ FAMASTIL 5/16X8","UN"
"LA90002377","DESTORN. CRUZ FAMASTIL 3/8X6","UN"
"LA90002385","DESTORN. CRUZ FAMASTIL 3/8X8","UN"
"LA90002393","DESTORN. CRUZ FAMASTIL 3/8X10","UN"
"LA90002431","DEST.CZ.CTO. FAMASTIL 1/4X11/2","UN"
"LA90017","GANCHO P/TINGLADO 1/4""x50mm","UN"
"LA90019","GANCHO P/TINGLADO 1/4""x70mm","UN"
"LA9003430","CODO DE REDUCCION 2x1 1/2x90","UN"
"LA901","CODO TUPY H/H 90x1""","UN"
"LA901/2","CODO TUPY H/H 90x1/2""","UN"
"LA901/4","CODO TUPY H/H 90x1/4""","UN"
"LA9011/2","CODO TUPY H/H 90x1.1/2""","UN"
"LA9011/4","CODO TUPY H/H 90x1.1/4""","UN"
"LA902","CODO TUPY H/H 90x2""","UN"
"LA902-0015","FILTRO CARBON 5"" (902-0012)","UN"
"LA902-0016","FILTRO CLOR CARBON 7""(902-0011)","UN"
"LA9021/2","CODO TUPY H/H 90x2.1/2""","UN"
"LA903","CODO TUPY H/H 90x3""","UN"
"LA903/4","CODO TUPY H/H 90x3/4""","UN"
"LA903/8","CODO TUPY H/H 90x3/8""","UN"
"LA904","CODO TUPY H/H 90x4""","UN"
"LA904-0004","FILTRO UNIV. PURIF. REFIL HF40","UN"
"LA905-0008","FILTRO POLIP.9 3/4""RE.MD(905-0001)","UN"
"LA906","CODO TUPY H/H 90x6""","UN"
"LA906-0522","FILTRO FLUX 0,55 FF - 9 3/4""","UN"
"LA907-0031","PURIFICADOR 9-3/4""BLANCO(907-0019)","UN"
"LA907-0032","PURIFICADOR 7""AZUL-TRANS(907-0023)","UN"
"LA90R11/2X1","CODO RED.90 H/H 1.1/2x1""","UN"
"LA90R11/2X11/4","CODO RED.90 H/H 1.1/2x1.1/4""","UN"
"LA90R11/2X3/4","CODO RED.90 H/H 1.1/2X3/4""","UN"
"LA90R11/4X1","CODO RED.90 H/H 1.1/4x1""","UN"
"LA90R11/4X3/4","CODO RED.90 H/H 1.1/4x3/4""","UN"
"LA90R1X1/2","CODO RED.90 H/H 1x1/2""","UN"
"LA90R1X3/4","CODO RED.90 H/H 1x3/4""","UN"
"LA90R2X11/2","CODO RED.90 H/H 2x1.1/2""","UN"
"LA90R3/4X1/2","CODO RED.90 H/H 3/4x1/2""","UN"
"LA9100100","TAPA WATER TPQ BLANCO BR1","UN"
"LA9100102","TAPA WATER TPQ MARR. OSC. CM1","UN"
"LA9100104","TAPA WATER TPQ MARR. CL. CM2","UN"
"LA9100106","TAPA WATER TPQ MARR.CHOCO. MR1","UN"
"LA9100108","TAPA WATER TPQ GRIS OSC CZ1","UN"
"LA9100110","TAPA WATER TPQ GRIS CLARO CZ2","UN"
"LA9100114","TAPA WATER TPQ VERDE MED. VD3","UN"
"LA9100116","TAPA WATER TPQ VERDE MUSGO VD5","UN"
"LA9100118","TAPA WATER TPQ VERDE MALVA VD6","UN"
"LA9100120","TAPA WATER TPQ CELESTE AZ1","UN"
"LA9100122","TAPA WATER TPQ AZUL MARINO AZ2","UN"
"LA9100124","TAPA WATER TPQ BEIGE CLARO BG5","UN"
"LA9100126","TAPA WATER TPQ NEGRO PR1","UN"
"LA9100128","TAPA WATER TPQ ROSADO RS2","UN"
"LA9100132","TAPA WATER TPQ AZUL F.A. AFA","UN"
"LA9100140","TAPA WATER FAMILIAR BLANCO BR1","UN"
"LA9100150","CISTERNA C9 BLANCO BR1","UN"
"LA9100152","CISTERNA C9 MARRON OSCURO CM1","UN"
"LA9100154","CISTERNA C9 MARRON CLARO CM2","UN"
"LA9100156","CISTERNA C9 MARR.CHOCOLATE MR1","UN"
"LA9100162","CISTERNA C9 SALMON SL1","UN"
"LA9100170","CISTERNA C9 CELESTE AZ1","UN"
"LA9100172","CISTERNA C9 AZUL OSCURO AZ2","UN"
"LA9100158","CISTERNA C9 GRIS OSCURO CZ1","UN"
"LA9100160","CISTERNA C9 GRIS CLARO CZ2","UN"
"LA9100164","CISTERNA C9 VERDE MEDIANO VD3","UN"
"LA9100166","CISTERNA C9 VERDE MUSGO VD5","UN"
"LA9100168","CISTERNA C9 VERDE MALVA VD6","UN"
"LA9100174","CISTERNA C9 BEIGE CLARO BG5","UN"
"LA9100178","CISTERNA C9 NEGRO PR1","UN"
"LA9100182","CISTERNA C9 AZUL CLARO A.F.A.","UN"
"LA9101130","TAPA WATER TPR BLANCO-BR1","UN"
"LA9101132","TAPA WATER TPR CARAMELO OS-CM1","UN"
"LA9101134","TAPA WATER TPR CARAMELO CL-CM2","UN"
"LA9101136","TAPA WATER TPR GRIS OS-CZ1","UN"
"LA9101138","TAPA WATER TPR GRIS CL-CZ2","UN"
"LA91741.270","ALICATE GRIP FAMASTIL 10","UN"
"LA921955TR","CABLE P/AMOLADORA(16554)","UN"
"LA921970TR","CAMPO P/SIERRA(16551)","UN"
"LA9101140","TAPA WATER TPR VERDE MALVA-VD6","UN"
"LA9101142","TAPA WATER TPR BEIGE CL-BG5","UN"
"LA9101144","TAPA WATER TPR AZUL F.A.AFA","UN"
"LA91022980","ALICATE PICO LORO FAMASTIL 10""","UN"
"LA912155TR","INTERRUPTOR P/AMOLADORA(16554)","UN"
"LA912530TR","INTERRUPTOR P/SIERRA(16551)","UN"
"LA913-0025","MANGUERA PENTAIR 1MT X PZA.","UN"
"LA916-0003","PURIFICADOR AQUA STAR BL AS1","UN"
"LA916-0004","PURIFICADOR AQUA STAR BL AS2","UN"
"LA916-0014","BEBEDERO AQUA STAR LOGIC BL. 220V.","UN"
"LA9166103","MANGUERA ORION 10 MTS.","UN"
"LA9166106","MANGUERA ORION 15 MTS.","UN"
"LA9166109","MANGUERA ORION 20 MTS.","UN"
"LA9166112","MANGUERA ORION 30 MTS.","UN"
"LA931542TR","CABLE P/TALADRO(24067)","UN"
"LA932710TR","CABLE P/TALADRO(15346)","UN"
"LA932713TR","TORN.CUERDA IZQ.M5x25(15346)","UN"
"LA9166115","MANGUERA ORION 100 MTS.","UN"
"LA9167130","CONEXION DE PLAST. ORION 30 CM","UN"
"LA9167140","CONEXION DE PLAST. ORION 40 CM","UN"
"LA9167150","CONEXION DE PLAST. ORION 50 CM","UN"
"LA9167430","CONEXION P/AGUA CALIENTE 30CM","UN"
"LA9167440","CONEXION P/AGUA CALIENTE 40CM","UN"
"LA9167450","CONEXION P/AGUA CALIENTE 50CM","UN"
"LA919-0001","FILTRO POLY FLOW 9-3/4""","UN"
"LA919-0002","FILTRO POLY FLOW POE 10""","UN"
"LA919-0003","FILTRO POLY FLOW POE 20"" (919-0003)","UN"
"LA91FPUL600/37","BOTA TERMICA PU NRO.37","PAR"
"LA91FPUL600/38","BOTA TERMICA PU NRO.38","PAR"
"LA91FPUL600/39","BOTA TERMICA PU NRO.39","PAR"
"LA91FPUL600/42","BOTA TERMICA PU NRO.42","PAR"
"LA91FPUL600/43","BOTA TERMICA PU NRO.43","PAR"
"LA921","CODO 90 M/H TUPY 1""","UN"
"LA921/2","CODO 90 M/H TUPY 1/2""","UN"
"LA9211/2","CODO 90 M/H TUPY 1.1/2""","UN"
"LA9211/4","CODO 90 M/H TUPY 1.1/4""","UN"
"LA921953TR","CAMPO P/AMOLADORA(16554)","UN"
"LA921969TR","ARMADURA P/SIERRA(16551)","UN"
"LA921971TR","CARCAZA MOTOR P/SIERRA(16551)","UN"
"LA921973TR","CARCAZA DER.P/SIERRA(16551)","UN"
"LA921974TR","CARCAZA IZQ.P/SIERRA(16551)","UN"
"LA922","CODO 90 M/H TUPY 2""","UN"
"LA9221/2","CODO 90 M/H TUPY 2.1/2""","UN"
"LA923","CODO 90 M/H TUPY 3""","UN"
"LA923/4","CODO 90 M/H TUPY 3/4""","UN"
"LA924","CODO 90 M/H TUPY 4""","UN"
"LA924549TR","CARTER P/COMP.25(22686)","UN"
"LA924550TR","INTERRUPTOR P/COMP.25(22686)","UN"
"LA924551TR","CAPACITOR P/COMP.25(22686)","UN"
"LA924552TR","CUBRE CAMPO P/COMP.25(22686)","UN"
"LA924553TR","CAMPO P/COMP.25(22686)","UN"
"LA924554TR","TUERCA M10 P/COMP.25(22686)","UN"
"LA924556TR","BULON 10x56 P/COMP.25(22686)","UN"
"LA928-0005","FILTRO P/AQUA STAR LOGIC","UN"
"LA928-0014","FILTRO AQUA STAR P/AS1(902-0009)","UN"
"LA928-0015","FILTRO AQUA STAR P/AS2(928-0003)","UN"
"LA9292","MANGUERA ENT.LAV. 1,20M MANTAC","UN"
"LA931307TR","ROTOR P/AMOLADORA(22360)","UN"
"LA931312TR","CAMPO P/AMOLADORA(22360)","UN"
"LA931320TR","CABLE P/AMOLADORA(22360)","UN"
"LA931325TR","INTERRUPTOR P/AMOLADORA(22360)","UN"
"LA931327TR","CABLE P/SIERRA CALAD.(24052)","UN"
"LA931329TR","INTERRUPTOR P/SIER.CAL.(24052)","UN"
"LA931334TR","CAMPO P/SIERRA CALAD.(24052)","UN"
"LA931339TR","ROTOR P/SIERRA CALAD.(24052)","UN"
"LA931531TR","ARMADURA P/TALADRO(24067)","UN"
"LA932071TR","ARMADURA P/TALADRO(16734)","UN"
"LA932703TR","CARCAZA IZQ.P/TALADRO(15346)","UN"
"LA932704TR","CARCAZA DER.P/TALADRO(15346)","UN"
"LA932705TR","BOTON ROTACION P/TALAD.(15346)","UN"
"LA932706TR","OPRESOR CABLE P/TALADRO(15346)","UN"
"LA932709TR","PROTECTOR CABLE P/TALAD.(15346)","UN"
"LA932711TR","MANGO AUX.P/TALADRO(15346)","UN"
"LA932712TR","VARILLA PROFUND.P/TALAD.(15346)","UN"
"LA932714TR","LLAVE BROQUERO P/TALAD.(15346)","UN"
"LA932715TR","BROQUERO M10 P/TALAD.(15346)","UN"
"LA932716TR","FLECHA P/TALADRO(15346)","UN"
"LA932717TR","RESORTE P/TALADRO(15346)","UN"
"LA932719TR","SEGURO RETEN P/TALADRO(15346)","UN"
"LA932720TR","ENGRANAJE P/TALADRO(15346)","UN"
"LA932721TR","BALIN P/TALADRO(15346)","UN"
"LA932722TR","BUJE 1012x8X8 P/TALAD.(15346)","UN"
"LA932723TR","PERILLA CAMBIO P/TALAD.(15346)","UN"
"LA932724TR","SOPORTE C/ENGRANAJE TALAD.(15346)","UN"
"LA932726TR","ARMADURA P/TALADRO(15346)","UN"
"LA932727TR","PORTACARBON P/TALAD.(15346)","UN"
"LA932728TR","CARBON P/TALADRO(15346)","UN"
"LA932729TR","RESORTE CARBON P/TALAD.(15346)","UN"
"LA932731TR","RULEMAN P/TALADRO(15346)","UN"
"LA932732TR","CAMPO P/TALADRO(15346)","UN"
"LA932733TR","TERMINAL TIERRA P/TALAD.(15346)","UN"
"LA932741TR","CABLE P/TALADRO(15347)","UN"
"LA932744TR","TORN.CUERDA IZQ.M5x25(15347)","UN"
"LA932747TR","FLECHA P/TALADRO(15347)","UN"
"LA932734TR","CARCAZA IZQ.P/TALADRO(15347)","UN"
"LA932735TR","CARCAZA DER.P/TALADRO(15347)","UN"
"LA932736TR","BOTON ROTACION P/TALAD.(15347)","UN"
"LA932737TR","OPRESOR CABLE P/TALAD.(15347)","UN"
"LA932739TR","INTERRUPTOR P/TALADRO(15347)","UN"
"LA932740TR","PROTECTOR CABLE P/TALAD.(15347)","UN"
"LA932742TR","VARILLA PROFUND.P/TALAD.(15347)","UN"
"LA932743TR","MANGO AUX.P/TALAD.(15347)","UN"
"LA932745TR","LLAVE BROQUERO P/TALAD.(15347)","UN"
"LA932746TR","BROQUERO M13 P/TALADRO(15347)","UN"
"LA932750TR","SEGURO RETEN M10 P/TALAD.(15347)","UN"
"LA932751TR","ENGRANAJE P/TALADRO(15347)","UN"
"LA932754TR","PERILLA CAMBIO P/TALAD.(15347)","UN"
"LA932755TR","SOPORTE C/ENGRANAJE TALAD.(15347)","UN"
"LA932757TR","ARMADURA P/TALADRO(15347)","UN"
"LA932758TR","PORTACARBON P/TALADRO(15347)","UN"
"LA932760TR","RESORTE CARBON P/TALAD.(15347)","UN"
"LA932762TR","RULEMAN P/TALAD.(15347)","UN"
"LA932763TR","CAMPO P/TALADRO(15347)","UN"
"LA932764TR","TERMINAL TIERRA P/TALAD.(15347)","UN"
"LA9529/1E","BASURERO NEGRO C/TAPA 30LTS.","UN"
"LA9550","MANGUERA SAL.LAV. 1.3MX25MM MANTAC","UN"
"LA9560","MANGUERA SAL.LAV. 1,10MX19MM MANTAC","UN"
"LA95800500","DESTORNILLADOR JGO.FAMASTIL 5P","UN"
"LA972001","EXHIBIDOR P/MECHA FAMASTIL","UN"
"LA9761","SOPORTE PARED P/MANGUERA MANTAC","UN"
"LA9765","EXHIBIDOR PARA MANGUERA MANTAC","UN"
"LA97CRF","MATERIAL BLOQUEADO","UN"
"LA980002","EXHIBIDOR P/CARRETILLA FAMASTIL","UN"
"LA98CRF","MATERIAL BLOQUEADO","UN"
"LA991002","MECHA RAPIDA BIASSONI 1/4X8""","UN"
"LA991006","MECHA RAPIDA BIASSONI 1/2X8","UN"
"LA991007","MECHA RAPIDA BIASSONI 9/16X8","UN"
"LA991010","MECHA RAPIDA BIASSONI 3/4X8","UN"
"LA991013","MECHA RAPIDA BIASSONI 1X8","UN"
"LA991032","MECHA RAPIDA BIASSONI 1/4X11""","UN"
"LA991035","MECHA RAPIDA BIASSONI 7/16X12","UN"
"LA991036","MECHA RAPIDA BIASSONI 1/2X12","UN"
"LA991038","MECHA RAPIDA BIASSONI 5/8X12","UN"
"LA991040","MECHA RAPIDA BIASSONI 3/4X12","UN"
"LA991042","MECHA RAPIDA BIASSONI 7/8X12","UN"
"LA991043","MECHA RAPIDA BIASSONI 1X12","UN"
"LA991066","MECHA BIASS.3PUNTAS 6mmx90mm","UN"
"LA991068","MECHA BIASS.3PUNTAS 8mmx110mm","UN"
"LA991070","MECHA BIASS.3PUNTAS 10mmx120mm","UN"
"LA991072","MECHA BIASS.3PUNTAS 12mmx140mm","UN"
"LA991074","MECHA BIASS.3PUNTAS 14mmx160mm","UN"
"LA991085","MECHA PLANA BIASSONI 1/4","UN"
"LA991086","MECHA PLANA BIASSONI 5/16","UN"
"LA991087","MECHA PLANA BIASSONI 3/8","UN"
"LA991088","MECHA PLANA BIASSONI 7/16","UN"
"LA991089","MECHA PLANA BIASSONI 9/16","UN"
"LA991090","MECHA PLANA BIASSONI 19/32","UN"
"LA991091","MECHA PLANA BIASSONI 5/8","UN"
"LA991092","MECHA PLANA BIASSONI 13/16","UN"
"LA991093","MECHA PLANA BIASSONI 7/8","UN"
"LA991094","MECHA PLANA BIASSONI 15/16","UN"
"LA991095","MECHA PLANA BIASSONI 1","UN"
"LA991096","MECHA PLANA BIASSONI 1.1/32""","UN"
"LA991098","MECHA PLANA BIASSONI 1/2""","UN"
"LA991099","MECHA PLANA BIASSONI 3/4""","UN"
"LA991102","MECHA MADERA BIASSONI 1/4x8""","UN"
"LA991103","MECHA MADERA BIASSONI 5/16x8""","UN"
"LA991104","MECHA MADERA BIASSONI 3/8x9""","UN"
"LA991105","MECHA MADERA BIASSONI 7/16x9""","UN"
"LA991106","MECHA MADERA BIASSONI 1/2x9""","UN"
"LA991107","MECHA MADERA BIASSONI 9/16x9""","UN"
"LA991108","MECHA MADERA BIASSONI 5/8x9""","UN"
"LA991109","MECHA MADERA BIASSONI 11/16X9""","UN"
"LA991110","MECHA MADERA BIASSONI 3/4x9""","UN"
"LA991111","MECHA MADERA BIASSONI 13/16x8","UN"
"LA991112","MECHA MADERA BIASSONI 7/8X9","UN"
"LA991113","MECHA MADERA BIASSONI 1x8","UN"
"LA991151","MECHA TALADRO ELECT.5/16x210mm","UN"
"LA991152","MECHA TALADRO ELECT.3/8x225mm","UN"
"LA991153","MECHA TALADRO ELECT.7/16x225mm","UN"
"LA991154","MECHA TALADRO ELECT.1/2x225mm","UN"
"LA991202","MECHA MADERA BIASSONI 1/4x11""","UN"
"LA991203","MECHA MADERA BIASSONI 5/16x11""","UN"
"LA991204","MECHA MADERA BIASSONI 3/8X11""","UN"
"LA991205","MECHA MADERA BIASSONI 7/16x11""","UN"
"LA991206","MECHA MADERA BIASSONI 1/2X11""","UN"
"LA991207","MECHA MADERA BIASSONI 9/16X11""","UN"
"LA991208","MECHA MADERA BIASSONI 5/8X11""","UN"
"LA991209","MECHA MADERA BIASSONI 11/16x12","UN"
"LA991210","MECHA MADERA BIASSONI 3/4X12","UN"
"LA991211","MECHA MADERA BIASSONI 13/16X12","UN"
"LA991212","MECHA MADERA BIASSONI 7/8x12","UN"
"LA991213","MECHA MADERA BIASSONI 1X12","UN"
"LA991251","MECHA TALADRO ELECT.5/16x270mm","UN"
"LA991252","MECHA TALADRO ELECT.3/8x295mm","UN"
"LA991253","MECHA TALADRO ELECT.7/16x295mm","UN"
"LA991254","MECHA TALADRO ELECT.1/2x285mm","UN"
"LA991262","MECHA TALADRO ELECT.3/8x340mm","UN"
"LA991263","MECHA TALADRO ELECT.7/16x345mm","UN"
"LA991264","MECHA TALADRO ELECT.1/2x345mm","UN"
"LA991280","MEC.MOTOSERRA BIASSONI 3/8x12""","UN"
"LA991281","MEC.MOTOSERRA BIASSONI 7/16x12","UN"
"LA991282","MEC.MOTOSERRA BIASSONI 1/2x12""","UN"
"LA991305","BARRENA BIASSONI 7/16X22","UN"
"LA991306","BARRENA BIASSONI 1/2X22","UN"
"LA991307","BARRENA BIASSONI 9/16X22","UN"
"LA991308","BARRENA BIASSONI 5/8X22","UN"
"LA991309","BARRENA BIASSONI 11/16x22","UN"
"LA991310","BARRENA BIASSONI 3/4X22","UN"
"LA991312","BARRENA BIASSONI 7/8X28","UN"
"LA991313","BARRENA BIASSONI 1X28","UN"
"LA991314","BARRENA BIASSONI 1 1/8X28","UN"
"LA991315","BARRENA BIASSONI 1 1/4X28","UN"
"LA991316","BARRENA BIASSONI 1 1/2X28","UN"
"LA991317","BARRENA BIASSONI 2X28","UN"
"LA991340","TALADRO CARP. BIASSONI S/C","UN"
"LA991341","TALADRO CARP. BIASSONI C/C","UN"
"LA991401","TIJERA ANCHA HOJALATA RECTO 10-BIASSONI","UN"
"LA991402","TIJERA ANCHA HOJALATA RECTO 11-BIASSONI","UN"
"LA991403","TIJERA ANCHA HOJALATA RECTO 12-BIASSONI","UN"
"LA991404","TIJERA IZQUIERDA FINA 10""CHAPA-BIASSONI","UN"
"LA991405","TIJERA DERECHA FINA 10""P/CHAPA","UN"
"LA991406","TIJERA RECTA FINA 10"" P/CHAPA-BIASSONI","UN"
"LA991410","TIJERA CTA.ALAMBRE BISSONI 21","UN"
"LA991411","TIJERA CTA.ALAMBRE BIASSONI 31","UN"
"LA991451","TENAZA CARPINT.BIASSONI 7 (991456)","UN"
"LA991455","TENAZA CARPINTERO BIASSONI 6","UN"
"LA991457","TENAZA CARPINTERO BIASSONI 8","UN"
"LA991458","TENAZA CARPINTERO BIASSONI 9","UN"
"LA991464","TENAZA ARMADOR M/CT.BIASSONI 9","UN"
"LA991465","TENAZA ARMADOR BIASSONI 9","UN"
"LA991466","TENAZA ARMADOR M/CT.BIASSONI12","UN"
"LA991467","TENAZA ARMADOR BIASSONI 12","UN"
"LA991511","HORQUILLA BIASSONI M/LARGO 3D","UN"
"LA991512","HORQUILLA BIASSONI M/LARGO 4D","UN"
"LA991514","HORQUILLA BIASSONI M/LARGO 6D","UN"
"LA991515","HORQUILLA BIASSONI M/LARGO 8D","UN"
"LA991520","MAZO C/ CABO BIASSONI 750GRS.","UN"
"LA994","BASURERO BEIG.TAP.BASCULANT.50LT","UN"
"LAAC10","ESCALERA ALU. ARTICULADA 10","UN"
"LA991521","MAZO C/CABO BIASSONI 1 KGS.","UN"
"LA991523","MAZO C/ CABO BIASSONI 1,5 KGS.","UN"
"LA991524","MAZO C/CABO BIASSONI 2 KGS.","UN"
"LA991525","MAZO C/CABO BIASSONI 3 KGS.","UN"
"LA991526","MAZO C/CABO BIASSONI 4 KGS.","UN"
"LA991527","MAZO C/CABO BIASSONI 5 KGS","UN"
"LA991528","MAZO C/CABO BIASSONI 6 KGS","UN"
"LA991529","MAZO C/CABO BIASSONI 8 KGS","UN"
"LA991540","MARTILLO PIE DE CABRA 27MM BIASSONI","UN"
"LA991591","LLAVE CAÑO BIASSONI 1""","UN"
"LA991592","LLAVE CAÑO BIASSONI 1 1/2""","UN"
"LA991601","CHAIRA LISA BIASSONI 6","UN"
"LA991602","CHAIRA LISA BIASSONI 8","UN"
"LA991603","CHAIRA LISA BIASSONI 10","UN"
"LA991604","CHAIRA LISA BIASSONI 12","UN"
"LA991607","CHAIRA RAYADA BIASSONI 8""","UN"
"LA991608","CHAIRA RAYADA BIASSONI 10""","UN"
"LA991609","CHAIRA RAYADA BIASSONI 12""","UN"
"LA991802","CORTAHIERRO PLANO BIASSONI 10""","UN"
"LA991803","CORTAHIERRO PLANO BIASSONI 12""","UN"
"LA991804","CORTAHIERRO PLANO BIASSONI 14""","UN"
"LA991805","CORTAHIERRO PLANO BIASSONI 16""","UN"
"LA991811","CORTAHIERRO HEX. BIASSONI 10""","UN"
"LA991812","CORTAHIERRO HEX. BIASSONI 12""","UN"
"LA991813","CORTAHIERRO HEX. BIASSONI 14""","UN"
"LA991821","PUNZON HEX. BIASSONI 10""","UN"
"LA991822","PUNZON HEX. BIASSONI 12""","UN"
"LA991823","PUNZON HEX. BIASSONI 14""","UN"
"LA991851","LLAVE CALIF.CURVA GRANDE 25cm","UN"
"LA991853","MAQUINA EST.ALAMBRE BIASSONI 480MM","UN"
"LA991902","PIE DE CABRA BIASSONI 50CM","UN"
"LA991903","PIE DE CABRA BIASSONI 60CM","UN"
"LA991904","PIE DE CABRA BIASSONI 70CM","UN"
"LA991921","GRINFA BIASSONI 6MM","UN"
"LA991922","GRINFA BIASSONI 8MM","UN"
"LA991923","GRINFA BIASSONI 10MM","UN"
"LA991924","GRINFA BIASSONI 12MM","UN"
"LA991956","TIJERA PARA PODAR BIASSONI","UN"
"LA991961","TIJERON P/PODAR M/ALU.BIASSONI","UN"
"LA991970","TIJERA P/COSECHA DE CITRICOS","UN"
"LA991980","TIJERA P/COSECHAR UVA-BIASSONI","UN"
"LA991995","TIJERA P/UVA LIMPIEZA BIASSONI","UN"
"LA992100","PALA BIASSONI FORJADA ANCHA","UN"
"LA992111","PALA BIASSONI CORAZON C/LARGO","UN"
"LA992130","PALA BIASSONI FORJADA 1/2 LUNA","UN"
"LA992136","PALA BIASSONI M/HIERRO 1/2LUNA","UN"
"LA992150","PALA BIASSONI FORJADA PUNTEAR","UN"
"LA992152","PALA BIASSONI M/HIERRO PUNTEAR","UN"
"LA992160","PALA BIASSONI FORJADA RECTA","UN"
"LA992261","PALA ESTAMPADA RECTA BIASSONI","UN"
"LA992266","PALA ESTAMPADA CORAZON BIASSONI","UN"
"LA992272","PALA ESTAMPADA ANCHA BIASSONI","UN"
"LA992278","PALA ESTAMPADA 1/2LUNA BIASSONI","UN"
"LA992284","PALA ESTAMPADA CARBONERA BIASSONI","UN"
"LA992510","PALA BIASSONI CORAZON M/CORTO","UN"
"LA993620","PICO+AZADA BIASSONI 108MM","UN"
"LA9999","FRANELA LIMPIEZA MULTIUSO ""NASS""","UN"
"LAA22","CORREA EN V 13mmx559mm-CHINA","UN"
"LAA23","CORREA EN V 13mmx584mm-CHINA","UN"
"LAA24","CORREA EN V 13mmx610mm-CHINA","UN"
"LAA25","CORREA EN V 13mmx635mm-CHINA","UN"
"LAA26","CORREA EN V 13mmx660mm-CHINA","UN"
"LAA27","CORREA EN V 13mmx686mm-CHINA","UN"
"LAA28","CORREA EN V 13mmx711mm-CHINA","UN"
"LAA29","CORREA EN V 13mmx737mm-CHINA","UN"
"LAA30","CORREA EN V 13mmx762mm-CHINA","UN"
"LAA31","CORREA EN V 13mmx787mm-CHINA","UN"
"LAA32","CORREA EN V 13mmx813mm-CHINA","UN"
"LAA33","CORREA EN V 13mmx838mm-CHINA","UN"
"LAA34","CORREA EN V 13mmx864mm-CHINA","UN"
"LAA35","CORREA EN V 13mmx889mm-CHINA","UN"
"LAA36","CORREA EN V 13mmx914mm-CHINA","UN"
"LAA37","CORREA EN V 13mmx940mm-CHINA","UN"
"LAA38","CORREA EN V 13mmx965mm-CHINA","UN"
"LAA39","CORREA EN V 13mmx991mm-CHINA","UN"
"LAA40","CORREA EN V 13mmx1016mm-CHINA","UN"
"LAACF-0101","COCINA T/CAMPING(2HOR)ARACEBA","UN"
"LAACF-0102","LAMPARA CAMPING A GAS ARACEBA","UN"
"LAACF-0103","HORNALLA P/GARRAF(3k) ARACEBA","UN"
"LAACF-0104PA","FOGON RANCHO ALTA ARACEBA","UN"
"LAACF-0110","FOGON RANCHO BAJA ARACEBA","UN"
"LAACF-75","COLUMNA (1M)P/LAMP.GAS ARACEBA","UN"
"LAACS-809","BALANZA ELECT.VISOR BAJO 40KG","UN"
"LAACS-B2","BALANZA P/COCINA DIGITAL 7KG","UN"
"LAACS-D1","BALANZA ELECT.VISOR ALTO 40KG","UN"
"LAAL212MAG","NIVEL ALUM.MAG.PROF.12"" LUFKIN","UN"
"LAAL312","NIVEL ALUMINIO 12"" LUFKIN","UN"
"LAAL324","NIVEL ALUMINIO 24"" LUFKIN","UN"
"LAAL60","BOTIQUIN CON 2 LAMPARAS LED.BR1","UN"
"LAAL36","BOTIQUIN SOBREP.38X47X10CM ASTRA","UN"
"LAAM0112D","ESCALERA ALUMINIO 10en1-3.39MTS-SBA","UN"
"LAAM0510C","ESCALERA ALU.ARTICULADA 2X5-SBA","UN"
"LAAM0512C","ESCALERA ALU.ARTICULADA 2X6-SBA","UN"
"LAAM0514C","ESCALERA ALU.ARTICULADA 2X7-SBA","UN"
"LAAM0516C","ESCALERA ALU.ARTICULADA 2X8-SBA","UN"
"LAARA-1000","MOLINO MANUAL P/GRANOS ARACEBA","UN"
"LAARA-1700","DESGRANADOR P/MAIZ ARACEBA","UN"
"LAAT0106A","ESCALERA TELESCOPICA SBA 1X6-SBA","UN"
"LAAT0110A","ESCALERA TELESCOPICA SBA 1X10-SBA","UN"
"LAAW-CSD11","DETECTOR DE HUMO","UN"
"LAAW-SP-H3/4","CANOPLA ZINCADA 3/4""","UN"
"LAAW-SP-H3/5","CANOPLA BLANCA 1/2""","UN"
"LAAW-SPB1-D1/2","SPRINKLER PENDIENTE 68 GRADOS 1/2""","UN"
"LAAW-SPB1-H1/2","SPRINKLER PARA PARED 68 GRADOS 1/2""","UN"
"LAAW-SPB1-U1/2","SPRINKLER MONTANTE 68 GRADOS 1/2""","UN"
"LAAW-SSD602","DETECTOR DE HUMO CON BATERIA","UN"
"LAB46","CORREA ""OPTIMA"" V 17mmx1168mm","UN"
"LAB74","CORREA ""OPTIMA"" V 17mmx1880mm","UN"
"LABAL2400/35","BOTIN C/CORDON PUNT.ACERO No35","PAR"
"LABAL2400/36","BOTIN C/CORDON PUNT.ACERO No36","PAR"
"LABAL2400/37","BOTIN C/CORDON PUNT.ACERO No37","PAR"
"LABAL2400/38","BOTIN C/CORDON PUNT.ACERO No38","PAR"
"LABAL2400/39","BOTIN C/CORDON PUNT.ACERO No39","PAR"
"LABAL2400/40","BOTIN C/CORDON PUNT.ACERO No40","PAR"
"LABAL2400/41","BOTIN C/CORDON PUNT.ACERO No41","PAR"
"LABAL2400/42","BOTIN C/CORDON PUNT.ACERO No42","PAR"
